person_age,person_income,person_emp_length,name,cb_person_default_on_file,cb_person_cred_hist_length,person_id
49,58000,5.0,Gabriel Garza,N,13,30757
45,24600,8.0,Samantha Hunter,N,14,30758
42,27000,4.0,Ashley Simpson,N,16,30759
36,64064,4.0,Michael Hays,N,15,30760
36,30000,0.0,Natalie Joseph,N,17,30761
49,64800,4.0,Denise Palmer,N,16,30762
39,30000,6.0,Timothy Gallagher,N,16,30763
43,36000,0.0,Duane Mcgee,N,17,30764
50,58800,12.0,Matthew Wilson,N,15,30765
36,64973,6.0,Rachel Roberts,N,13,30766
36,36000,3.0,Jeffrey Hill,Y,17,30767
38,36000,10.0,Lori Fischer,N,11,30768
42,65000,6.0,Jeremiah Little,N,12,30769
37,65000,12.0,Jerome Ritter,N,16,30770
36,65000,6.0,Margaret Hinton,Y,14,30771
38,65000,7.0,Aaron Obrien,N,12,30772
39,65000,17.0,Kevin Thomas,N,14,30773
43,65000,4.0,Jonathan Pittman,N,13,30774
43,65000,17.0,David Howe,N,17,30775
37,44700,0.0,Jared Nicholson,N,16,30776
43,65000,27.0,John Haynes,N,17,30777
40,44940,2.0,Kim Palmer,N,13,30778
37,59000,11.0,Karen Peck,N,12,30779
38,45600,5.0,Dalton Collins,Y,13,30780
41,45600,3.0,Stephanie Morgan,N,12,30781
36,48960,17.0,Regina Bates,N,12,30782
37,59000,10.0,Cynthia Diaz,Y,12,30783
37,45000,1.0,Marie Poole,N,12,30784
39,65000,3.0,Sharon Thompson,Y,14,30785
36,65000,3.0,Nathan Hall,N,16,30786
41,40000,3.0,Rachel Reyes,N,13,30787
49,50000,4.0,Philip Bullock,N,16,30788
37,44004,2.0,Teresa Jackson,N,13,30789
42,65000,25.0,Samantha Russell,N,13,30790
38,65000,5.0,Johnathan Smith,N,17,30791
38,65000,12.0,John Bailey,N,15,30792
47,65000,21.0,Connie Valdez,N,11,30793
41,31000,0.0,Ashley Mccann,N,13,30794
36,58000,2.0,Andrea Morris,Y,16,30795
37,65000,0.0,Jason Benson,N,15,30796
36,65000,1.0,Maria Alexander,N,11,30797
38,65000,3.0,Angela Cruz,N,14,30798
43,65000,2.0,Jessica Roberts,N,13,30799
36,65000,3.0,Jennifer Bass,Y,12,30800
49,65000,0.0,Alan Williams,N,17,30801
41,33000,6.0,Albert Nielsen,N,16,30802
36,23004,0.0,Michael Carey,N,13,30803
38,65000,6.0,Kayla Carrillo,N,16,30804
39,38604,9.0,Jake Oneal,N,11,30805
38,34000,8.0,William Sanford,N,15,30806
43,50000,5.0,Christina Marquez,N,15,30807
41,65000,6.0,Jamie Davidson,N,13,30808
37,58000,1.0,John Ashley,N,15,30809
36,60000,3.0,Austin Mann,N,12,30810
42,65000,0.0,Howard Kerr,N,16,30811
36,55000,1.0,Jody Cooper,N,12,30812
38,58000,4.0,Tiffany Ross,Y,16,30813
47,65000,2.0,Victor Scott,N,14,30814
44,70000,4.0,James Hill,N,14,30815
41,28800,0.0,Corey Moody,N,16,30816
40,32000,19.0,Brian Thompson,N,14,30817
44,65004,3.0,Kathleen Valdez,N,17,30818
37,65004,5.0,Cory Hall,N,13,30819
43,59004,13.0,Mary Ross,Y,13,30820
38,40000,0.0,Derrick Mathews,N,11,30821
37,65379,5.0,Sandra Macias,N,13,30822
36,65458,4.0,Patricia Myers,N,13,30823
42,42000,11.0,Bruce Kennedy,N,15,30824
41,65500,12.0,Robert James,N,15,30825
47,59827,9.0,Brooke Smith,N,15,30826
45,65993,3.0,Kevin Scott,N,15,30827
41,66000,20.0,Leah Olsen,N,12,30828
37,54696,4.0,Linda Peters,N,12,30829
40,66000,25.0,Ryan Williamson,Y,17,30830
48,66000,5.0,Steve Mercer,N,11,30831
44,55000,18.0,Paul Daniels,N,16,30832
36,62000,5.0,Jean Wilson,N,11,30833
37,78000,0.0,Todd Leach,N,16,30834
44,66000,13.0,Brian Berry,Y,11,30835
36,60000,3.0,Melissa Craig,Y,14,30836
36,85000,4.0,Tonya Miller,N,15,30837
37,66150,11.0,Joseph Horne,N,17,30838
39,66200,5.0,Jesse Mcguire,N,16,30839
38,66420,8.0,Deanna Ayala,N,11,30840
37,60000,0.0,Deborah Maxwell,Y,11,30841
44,24300,0.0,Lauren Griffin,N,15,30842
48,66948,1.0,Cheryl Silva,N,12,30843
37,19896,0.0,Lauren Frey,N,11,30844
44,67000,28.0,Elizabeth Simmons,N,14,30845
42,22800,6.0,Christine Lee,N,17,30846
38,23000,4.0,David Fowler,Y,16,30847
39,67000,4.0,Sarah Olson,N,15,30848
36,24000,20.0,Christine Ellis,N,15,30849
37,24000,5.0,Christopher Fleming,N,13,30850
43,61000,3.0,Kevin Johns,Y,17,30851
37,25000,5.0,Stacey Vasquez,N,11,30852
42,25000,0.0,Joseph Becker,N,17,30853
39,61020,4.0,Kyle Lozano,N,11,30854
38,67200,11.0,Edward Lawrence,N,11,30855
42,25320,1.0,Luke Sanders,Y,14,30856
45,26000,17.0,Heather Patton,N,13,30857
36,26000,1.0,Elizabeth Duke,N,14,30858
37,26400,0.0,Alexander James,Y,12,30859
37,67600,6.0,Nicole Juarez,N,15,30860
45,52569,0.0,Michael Hammond,N,12,30861
38,67870,6.0,Gregory Terry,N,15,30862
46,30000,15.0,Stefanie Johnson,N,12,30863
39,68000,1.0,Sheryl Pollard,Y,13,30864
50,68000,5.0,Manuel Reeves,N,13,30865
37,30000,7.0,Daniel Turner,N,16,30866
43,68000,9.0,William Pittman,N,15,30867
37,68000,20.0,Pamela Mendoza,N,11,30868
38,30000,8.0,Lori Shepard,N,14,30869
43,68000,2.0,Jean Graham,N,11,30870
42,68000,2.0,James Grant,N,17,30871
39,30400,2.0,Marcus Blanchard,Y,15,30872
38,30500,8.0,Nichole Ellis,N,12,30873
40,68000,1.0,Shannon Phelps,N,11,30874
36,31200,0.0,Jeremy Thornton,N,15,30875
36,68000,2.0,Katherine Kelly,N,15,30876
40,31504,13.0,James Bush,N,13,30877
42,32000,5.0,Manuel Johnston,N,11,30878
42,32000,5.0,James Thompson,N,15,30879
37,32000,4.0,Aaron Little,N,15,30880
40,32400,1.0,Ashley Freeman,N,14,30881
37,33000,0.0,Bruce Hill,N,11,30882
44,68500,4.0,Sylvia Morris,N,17,30883
36,35000,1.0,Carl Jackson,N,15,30884
45,35000,13.0,Mariah Anderson,N,11,30885
38,29000,2.0,Jill Watson,N,16,30886
47,69000,19.0,Alexa Coleman,N,12,30887
37,69000,12.0,Cindy Stark,N,13,30888
41,36000,5.0,Taylor Davis,N,15,30889
45,36000,0.0,Bryan Church,N,11,30890
45,69600,11.0,Carl Turner,N,13,30891
43,36000,1.0,Karen Flores,N,11,30892
36,69736,17.0,Scott Payne,N,14,30893
42,69996,1.0,Ross Bender,N,12,30894
37,69996,10.0,Crystal Robinson,N,16,30895
40,69996,24.0,Zachary Cain,N,11,30896
50,69996,19.0,Thomas Cummings,N,17,30897
38,38000,3.0,Samantha Griffin,N,15,30898
50,39204,4.0,Richard Harmon,N,12,30899
45,64000,8.0,Christopher Martin,N,17,30900
48,70000,2.0,Philip Williams,N,11,30901
39,70000,7.0,Michael Lucas,N,12,30902
37,39870,8.0,Christopher Whitehead,N,14,30903
37,70000,2.0,Chad Petersen,N,14,30904
40,70000,6.0,Catherine Hamilton,N,12,30905
38,70000,16.0,Garrett Francis,N,13,30906
39,70000,11.0,Randall Buchanan,N,14,30907
38,40000,15.0,Alexandra Myers,N,12,30908
41,70000,2.0,Joanne Boyd,N,12,30909
36,64000,20.0,Daniel Reid,Y,12,30910
48,40000,3.0,Bruce Smith,N,17,30911
42,70000,19.0,Carlos Dickerson,N,12,30912
36,70000,6.0,Edward Williams,N,16,30913
47,41000,2.0,Aaron Lopez,N,16,30914
48,70000,31.0,Vicki Smith,N,17,30915
46,70000,5.0,Frances Palmer,N,13,30916
40,70000,16.0,Veronica Mcdonald,N,14,30917
37,43000,1.0,Ricardo Wells,N,16,30918
39,70000,6.0,Joan Davis,N,15,30919
40,70000,1.0,Johnathan Bishop,N,17,30920
36,70000,16.0,Mark Wilkerson,N,14,30921
37,70000,3.0,Colin Gillespie,N,15,30922
37,44000,0.0,Samuel Thomas,N,15,30923
36,45000,12.0,Karen Leblanc,N,14,30924
37,70000,0.0,Hannah Freeman,N,11,30925
38,70000,0.0,Cynthia Bonilla,N,17,30926
36,70000,16.0,Tony Cohen,N,14,30927
39,70000,13.0,Daryl Ochoa,N,15,30928
49,45000,8.0,Carl White,N,12,30929
36,70000,2.0,Melissa Calderon,N,12,30930
39,70000,0.0,Nicholas Mckee,N,12,30931
45,36000,1.0,Daniel Young,Y,17,30932
39,60000,4.0,Douglas James,N,17,30933
39,64000,2.0,Mark Norman,Y,13,30934
45,70000,15.0,Darryl Phillips,N,12,30935
48,12000,4.0,Alexandria Wilson,N,14,30936
40,54400,16.0,Alexandra Martin,N,12,30937
39,45500,4.0,Angela Downs,N,15,30938
41,70000,1.0,Jonathan Solomon,N,13,30939
41,70000,2.0,Joy Jones,Y,13,30940
36,70000,0.0,James Booth,N,15,30941
42,40000,0.0,Gary Ramirez,N,12,30942
36,46000,2.0,Gina Taylor,N,14,30943
41,70000,12.0,Alisha House,N,11,30944
42,30000,0.0,Darin Reese,N,13,30945
36,70000,11.0,Kelly Calhoun,Y,16,30946
37,70000,7.0,Rhonda Fowler,N,12,30947
42,70000,3.0,Dawn Edwards,N,17,30948
40,70032,14.0,Nicholas Jenkins,N,14,30949
42,42000,2.0,Sonya Fernandez,N,17,30950
37,43000,1.0,Ryan Adkins,Y,14,30951
37,48000,6.0,Julie Chavez,N,14,30952
41,70800,25.0,Cameron Wallace,N,11,30953
42,50426,0.0,Billy Joseph,N,11,30954
41,55000,4.0,Natasha Soto,N,16,30955
37,71000,11.0,Sarah Gutierrez,N,11,30956
44,57000,1.0,Lori Barnes,N,13,30957
44,71000,11.0,Steve Stone,N,11,30958
41,71000,1.0,Stephanie Kirby,N,15,30959
40,71000,5.0,Eric Watson,Y,12,30960
36,65028,4.0,Kimberly Moore,N,14,30961
36,12000,0.0,Tiffany Weaver,N,11,30962
41,41435,0.0,Megan Schmidt,N,17,30963
36,72000,4.0,Nina Miller,N,13,30964
41,47508,3.0,Carlos Miller,N,16,30965
41,72000,1.0,Bridget Warren,N,11,30966
42,72000,20.0,Andrea Stewart,N,11,30967
38,72000,10.0,Nicholas Escobar,N,17,30968
49,72000,2.0,Kenneth Ryan,N,12,30969
45,48000,2.0,Sara Santos,N,16,30970
39,48000,0.0,Rachael Perry,N,16,30971
36,72000,8.0,Kristina Hernandez,N,13,30972
37,72000,12.0,Jeanette Jenkins,N,15,30973
43,72000,9.0,Tiffany Mann,N,16,30974
36,48450,2.0,Erica Jordan,N,15,30975
41,42600,0.0,Jason Morris,Y,12,30976
39,66000,21.0,Michelle Ruiz,N,12,30977
38,43000,22.0,Laurie Frederick,Y,12,30978
37,49500,0.0,Amanda King,N,14,30979
38,56100,4.0,Jimmy Weiss,Y,14,30980
38,72000,8.0,Tracy Abbott,N,11,30981
36,72000,3.0,Willie Schwartz,N,12,30982
38,50000,5.0,Marc Jackson,N,13,30983
39,72000,9.0,Joshua Flores,N,15,30984
37,66000,0.0,Michael Hodges,N,13,30985
50,72000,13.0,Karen Brown,N,14,30986
36,72000,14.0,Michelle Graves,N,14,30987
48,50000,18.0,Sarah Gomez,N,14,30988
42,72000,25.0,Jeremy Khan,N,13,30989
36,72000,5.0,Joyce Christensen,N,17,30990
39,56100,23.0,Jonathan Yu,N,14,30991
40,72000,18.0,Ryan Phelps,N,12,30992
49,56100,11.0,Cindy Fernandez,N,13,30993
37,51000,11.0,Adrienne Clark,N,15,30994
48,72000,5.0,Andrea Campbell,Y,17,30995
43,72000,9.0,Matthew Pacheco,N,11,30996
37,72000,9.0,Daryl Wood,Y,16,30997
38,72000,2.0,Jorge Green,N,14,30998
37,52000,21.0,Dana Bender,N,14,30999
38,72000,8.0,David Cole,N,16,31000
44,72061,8.0,James Vaughan,Y,14,31001
44,54000,0.0,Kimberly Hardy,N,11,31002
41,54000,5.0,Arthur Robertson,Y,17,31003
43,72800,7.0,Christine Spencer,Y,12,31004
37,72800,0.0,Erik Jones,N,17,31005
36,54996,4.0,Jacob Hale,N,13,31006
37,73000,4.0,Mackenzie Walker,N,15,31007
39,55000,3.0,Andrew Dodson,N,13,31008
48,73000,14.0,Alan Barnes,N,12,31009
39,73000,3.0,Susan Mcdonald,N,14,31010
42,55000,1.0,Emily Hunt,Y,13,31011
39,56000,16.0,Jared Taylor,N,11,31012
41,56448,5.0,Erica Thomas,N,17,31013
44,73500,2.0,Melinda Bell,N,17,31014
37,58000,2.0,Andrew Drake,N,12,31015
43,74000,5.0,Sandra Cooper,N,15,31016
37,74000,8.0,Wendy Park,N,17,31017
37,60000,11.0,Jacob Cook,N,12,31018
46,54000,8.0,Jasmine Perez,N,15,31019
36,74000,9.0,Shane Hall,N,12,31020
46,74000,18.0,Jeffrey Walton,Y,16,31021
50,60000,13.0,Jennifer Castro,N,12,31022
36,74000,9.0,Jacob Berg,N,16,31023
37,60000,7.0,Betty Wheeler,N,11,31024
42,74000,1.0,Kirk Baker,N,16,31025
42,74000,7.0,Keith Dunn,N,12,31026
40,74004,12.0,Angela Davis,N,14,31027
38,74237,4.0,Kimberly Callahan,Y,15,31028
40,60000,3.0,Brandon Hendricks,N,14,31029
43,68400,9.0,Jason Newman,N,16,31030
50,74400,5.0,Mary Gentry,N,14,31031
36,68400,5.0,Mitchell Jones,Y,11,31032
37,74400,21.0,James Randolph,N,11,31033
46,74500,0.0,Patrick Foster,N,13,31034
46,60350,3.0,Donald Shelton,N,17,31035
44,61000,7.0,Cody Moody,N,15,31036
36,75000,9.0,Cody Thompson,N,13,31037
45,75000,7.0,Kevin Nolan,N,17,31038
37,39000,11.0,Cynthia Rogers,Y,15,31039
40,75000,1.0,Stanley Miller,N,17,31040
44,75000,6.0,Melissa York,N,11,31041
38,75000,19.0,Kylie Wilkins,N,13,31042
42,62000,26.0,Travis House,N,14,31043
45,62200,6.0,Aaron Cochran,N,11,31044
37,75000,0.0,Robert Davenport,N,11,31045
46,63000,18.0,Richard Baxter,N,11,31046
39,75000,13.0,Elizabeth Beltran,N,15,31047
47,64200,1.0,George Archer,N,14,31048
36,64583,2.0,Jared Cox,N,14,31049
38,75000,8.0,Traci Barrett,N,16,31050
44,59000,1.0,Holly Harvey,N,13,31051
36,75000,6.0,Jon Duncan,N,13,31052
37,65000,2.0,George Browning,N,14,31053
41,75000,19.0,Matthew Chang,Y,16,31054
41,65000,3.0,Rachel Petty,N,15,31055
42,75000,2.0,Earl Collins,N,11,31056
36,66000,3.0,Brent Smith,N,12,31057
37,60000,1.0,Ebony Sanchez,Y,14,31058
43,60000,2.0,Donna Berg,Y,15,31059
36,66847,3.0,Kelsey Olsen,Y,14,31060
44,67000,5.0,Eric Brooks,N,12,31061
44,61000,7.0,Ryan Hardy,Y,12,31062
44,67000,3.0,Richard Stephens,Y,15,31063
36,58650,0.0,Christine Gibson,N,15,31064
44,62400,0.0,Melissa Blair,N,15,31065
49,69000,11.0,Stacy Berry,N,16,31066
42,69228,3.0,Ronald Hill,N,13,31067
36,64000,0.0,Cheryl Campos,Y,12,31068
40,75000,6.0,Kathryn Mendez,Y,16,31069
38,54400,5.0,Ryan Woods,Y,15,31070
41,70000,2.0,Janet Moore,N,13,31071
46,70000,0.0,Elizabeth Ellison,N,14,31072
41,70800,25.0,Zachary Bowman,N,12,31073
41,71500,4.0,Steven Ortiz,N,14,31074
38,66000,1.0,Elizabeth Martin,Y,12,31075
36,72000,8.0,Melanie Rogers,N,14,31076
39,75000,6.0,Rodney Montgomery,N,14,31077
36,72500,2.0,Donna Kim,N,11,31078
36,75000,2.0,Stacy Pineda,N,15,31079
38,75000,13.0,Blake Adams,N,11,31080
36,75000,5.0,Jose Perez,N,12,31081
41,58650,15.0,Shelly Henderson,N,16,31082
36,75000,9.0,Phillip Hunt,N,16,31083
37,75000,3.0,Karen Lee,Y,15,31084
46,62047,4.0,Timothy Mckee,N,13,31085
47,75000,1.0,Rebecca Trujillo,N,11,31086
43,80000,5.0,Mary Dunn,N,12,31087
37,75000,0.0,Bradley Meyer,N,11,31088
45,75000,2.0,Joel Lopez,N,12,31089
36,80000,0.0,Heidi Farmer,N,14,31090
40,69000,21.0,Amy Brooks,Y,14,31091
37,75600,3.0,Stephen Riley,N,15,31092
40,75600,9.0,Blake Perkins,N,14,31093
38,75971,10.0,Christine Campbell,Y,12,31094
38,75996,12.0,Billy Lewis,N,13,31095
37,75996,2.0,Monica Floyd,N,17,31096
40,75996,0.0,Wayne Reed,N,11,31097
39,76000,8.0,Elizabeth Yates,N,14,31098
43,76000,4.0,Kaylee Mendez,Y,16,31099
44,76000,3.0,Crystal Thompson,Y,12,31100
37,85000,3.0,Sheryl Johnson,N,14,31101
41,76000,17.0,James Livingston,N,16,31102
38,76000,4.0,Christopher Bartlett,N,12,31103
38,85000,9.0,Kelly Miles,N,12,31104
39,85000,3.0,Kathleen Kane,N,16,31105
38,85900,6.0,Daniel Joseph,N,13,31106
37,90000,21.0,Adam Fox,N,12,31107
46,76800,0.0,Lauren Turner,Y,13,31108
36,76800,18.0,Mary Paul,N,17,31109
49,70872,4.0,Francisco Kaiser,N,11,31110
36,92000,5.0,Jose Sims,N,16,31111
47,93000,1.0,Kristin Lowery,N,16,31112
43,77000,3.0,Tyler Parker,N,16,31113
40,77000,9.0,Raymond Glover,N,12,31114
37,77000,0.0,Christopher Hicks,N,12,31115
36,77000,7.0,Ryan Lee,N,12,31116
41,95000,3.0,Anthony Banks,N,16,31117
38,50400,5.0,Jaime Tran,N,16,31118
36,77000,2.0,Kyle Taylor,Y,13,31119
37,77000,2.0,Amanda Frost,N,15,31120
37,42000,3.0,Alexis Snow,N,14,31121
48,55000,9.0,Brooke Ho,N,16,31122
37,78000,14.0,Shannon Grant,Y,13,31123
48,83500,7.0,Michael Williams,N,14,31124
38,77250,4.0,Kimberly Wolfe,N,15,31125
39,77256,16.0,Andrew Coleman,N,11,31126
36,132000,3.0,Alfred Campbell,N,13,31127
39,26000,11.0,Daniel Davis,N,12,31128
47,77533,19.0,Deborah Nelson,N,14,31129
49,77736,0.0,Regina Benson,N,17,31130
42,36000,0.0,Brianna Mccullough,Y,16,31131
39,60000,1.0,Rachel Murray,N,12,31132
38,35000,22.0,Ashley Fisher,N,14,31133
42,78000,6.0,Stephanie Garcia,N,11,31134
38,78000,0.0,Joe Mcdaniel,N,13,31135
37,40000,6.0,Ashley Ryan,N,15,31136
38,78000,8.0,William Green,N,16,31137
36,78000,7.0,Jose Payne,N,16,31138
36,62200,3.0,William Sanchez,N,16,31139
38,78000,19.0,Jeffrey Lin,N,14,31140
42,66000,9.0,Angela Moore,N,12,31141
39,78000,5.0,Christopher Coffey,N,11,31142
45,68000,13.0,Barbara Mendoza,N,17,31143
37,78000,5.0,John Richardson,N,11,31144
42,78000,4.0,Shawn Parrish,Y,13,31145
42,78456,5.0,Dennis Lewis,N,16,31146
40,132000,18.0,Michael Bolton,N,12,31147
50,150000,0.0,Benjamin Diaz,N,11,31148
36,40000,2.0,Jeffrey Browning,N,12,31149
45,33600,8.0,Manuel Henderson,N,11,31150
39,78840,18.0,Deborah Greene,N,13,31151
42,60000,3.0,Valerie Miller,Y,14,31152
43,79000,3.0,Ian Salinas,N,12,31153
36,79200,19.0,James Wheeler,N,14,31154
47,79500,0.0,Melanie Chapman,N,13,31155
41,33150,5.0,Melissa Blevins,N,15,31156
40,62540,5.0,Erik Reese,Y,12,31157
37,39600,2.0,Ryan Gross,N,15,31158
39,41725,4.0,Ashley Taylor,Y,13,31159
40,40000,2.0,Barbara Morgan,N,16,31160
39,55600,0.0,Joshua Hodge,N,11,31161
41,80000,24.0,Karen Brandt,N,16,31162
44,80000,14.0,Colleen Anderson,N,15,31163
37,73000,4.0,Katherine Webb,N,11,31164
40,40000,12.0,David Coleman,N,16,31165
37,74000,6.0,Jay Lam,N,14,31166
43,30000,0.0,Kyle Lee,Y,17,31167
36,80000,4.0,Crystal Potter,N,14,31168
37,80000,8.0,Ashley Erickson,N,13,31169
36,80000,3.0,Patricia Ferrell,N,16,31170
43,55000,3.0,Travis Ryan,N,17,31171
42,62900,26.0,Mitchell Ortiz,N,14,31172
48,20400,4.0,Nicole Moore,N,12,31173
42,80000,3.0,Stephen Morgan,N,14,31174
43,80000,3.0,Jose Johnson,N,17,31175
47,27000,2.0,Robert Frederick,N,12,31176
36,80000,5.0,Amy Castro,N,15,31177
43,80000,20.0,Hannah Clark,N,15,31178
37,30000,8.0,Troy Carr,N,15,31179
44,30000,2.0,Seth Knight,N,15,31180
42,80000,8.0,Barry Flores,N,17,31181
44,30000,0.0,Jeffrey Lane,N,11,31182
49,74000,20.0,Jacqueline Jensen,N,15,31183
43,80000,3.0,Jenna Owens,N,16,31184
36,80000,20.0,Robert Burch,N,16,31185
46,80000,13.0,Jacqueline Rojas,N,13,31186
37,32000,0.0,Jimmy Shaw,N,15,31187
38,80000,7.0,Robin Phillips,N,16,31188
39,80000,18.0,Kevin Dorsey,N,13,31189
37,80000,5.0,Vincent Duarte,N,13,31190
36,33600,3.0,Sabrina Jacobs,N,13,31191
37,40000,1.0,Brian Jimenez,N,14,31192
37,80000,0.0,Lindsay Knight,Y,15,31193
46,80000,3.0,Tammy Lozano,N,13,31194
47,80000,2.0,Heather Norris,N,13,31195
38,80000,5.0,Christopher Hughes,Y,13,31196
36,74000,20.0,Diana Monroe,Y,11,31197
39,80000,0.0,Brianna Le,Y,13,31198
46,80000,8.0,Samantha Jackson,N,15,31199
36,80000,9.0,Cynthia Weeks,N,11,31200
38,36500,3.0,Adam Jones,N,11,31201
38,80000,2.0,Robert Moore,N,15,31202
44,80000,3.0,Rachel Adkins,N,16,31203
44,80000,28.0,Mary Wright,Y,17,31204
37,38200,0.0,William Chapman,N,14,31205
37,38304,3.0,Tanya Avery,N,12,31206
37,80000,18.0,Kristen Powell,N,13,31207
36,74000,4.0,Todd Russo,N,15,31208
48,80000,0.0,Nancy Hernandez,N,11,31209
36,74000,4.0,Howard Lyons,N,15,31210
36,80000,0.0,Laura Kennedy,N,14,31211
39,39996,1.0,Keith Brown,N,16,31212
39,80000,0.0,Nathan Underwood,N,13,31213
37,40000,0.0,Carlos Morales,N,16,31214
41,62903,4.0,Brenda Schaefer,N,12,31215
38,40000,19.0,Justin Reynolds,N,11,31216
40,80004,15.0,Courtney Weaver,N,12,31217
47,80004,5.0,Aaron Williams,N,15,31218
44,80100,16.0,Sandra Hensley,N,16,31219
44,80160,13.0,Gina Adams,Y,13,31220
37,42000,0.0,Annette Stephenson,N,13,31221
42,42000,0.0,Mary Hull,N,11,31222
38,81000,3.0,Alicia Finley,Y,16,31223
36,81000,9.0,Jenny Clark,N,17,31224
38,81000,0.0,Kenneth Thompson,N,14,31225
38,81000,4.0,Kevin Watkins,N,11,31226
40,81000,10.0,Randall Washington,N,14,31227
40,81120,1.0,Stephanie Jordan,N,15,31228
38,81120,5.0,Jean Valdez,N,12,31229
50,81510,6.0,Makayla Olsen,N,14,31230
43,45000,0.0,Laura Reese,N,12,31231
48,64430,14.0,Julian Bennett,Y,12,31232
42,64464,13.0,Jamie Fuller,N,17,31233
44,39000,2.0,Mark Peters,N,15,31234
42,82000,13.0,Nicole Simmons,Y,15,31235
39,82000,7.0,Danny Schroeder,Y,17,31236
41,82000,18.0,Kenneth Wallace,N,17,31237
38,46000,1.0,Deanna Mitchell,N,16,31238
49,82000,4.0,Samantha Chung,Y,12,31239
38,82000,4.0,Marcus Lawson,N,13,31240
37,59448,6.0,Diana Rojas,N,16,31241
46,82359,6.0,Danny Booth,N,13,31242
36,82500,20.0,Aaron Blair,N,11,31243
40,82531,1.0,Julie Holden,N,14,31244
39,54000,4.0,Anthony Collins,Y,12,31245
43,83000,13.0,Jeremy Jackson,N,17,31246
41,83000,6.0,Robert Warner,N,12,31247
36,83000,0.0,Lindsey Miller,N,14,31248
37,24000,3.0,Karla King,N,11,31249
38,24000,3.0,Katherine Mann,Y,16,31250
39,24000,0.0,Leslie Saunders,N,11,31251
38,24996,2.0,Maria Trevino,N,13,31252
36,83625,6.0,Walter Hale,N,12,31253
36,84000,2.0,Jeremiah Moore,N,13,31254
37,84000,21.0,Crystal Rice,Y,17,31255
40,27599,6.0,Raymond Friedman,N,17,31256
37,84000,11.0,Daniel Bradford,Y,11,31257
45,28320,1.0,Tammy Smith,N,11,31258
38,84000,17.0,Bryan Vaughan,N,15,31259
38,84000,5.0,Christine Shaffer,N,16,31260
48,29120,0.0,Nathan Edwards,Y,14,31261
43,84000,0.0,Jane Howard,N,16,31262
39,84000,12.0,Stephanie Krueger,N,15,31263
36,84000,14.0,Scott Martin,N,16,31264
38,62000,3.0,John Fields,N,16,31265
40,84000,4.0,Amy Harrison,N,16,31266
39,84000,2.0,Kellie Jimenez,N,12,31267
49,84240,4.0,Jill Gregory,N,17,31268
36,84996,11.0,Kyle Ramirez,N,16,31269
47,65000,9.0,Allison Day,N,17,31270
37,65000,4.0,Michael Campbell,N,17,31271
37,65000,7.0,Rebecca Moore,N,15,31272
39,68640,2.0,Jeffrey Marks,N,16,31273
40,85000,4.0,Kristen Gibson,N,16,31274
42,70000,6.0,Tanya Stewart,N,12,31275
38,85000,15.0,Tyler Martinez,N,15,31276
37,85000,4.0,Megan Johnson,N,11,31277
37,85000,19.0,Patricia Montgomery,N,16,31278
37,85000,17.0,Katie Cummings,N,17,31279
38,85000,4.0,Leslie Paul,N,14,31280
36,73000,3.0,Tony Miller,N,17,31281
36,72800,1.0,Michael Burton,N,12,31282
37,85000,2.0,Tony Moyer,N,13,31283
38,85000,5.0,Mary Brooks,N,12,31284
42,85000,10.0,John Crawford,Y,12,31285
37,37000,5.0,Brian Kim,N,14,31286
39,85000,2.0,Karina Stone,N,15,31287
48,85000,0.0,Tammie Smith,N,13,31288
37,42000,3.0,Amber Mccarty,N,13,31289
47,85000,5.0,John Cameron,N,12,31290
41,37000,0.0,Lindsey Cruz,Y,13,31291
40,85000,1.0,Leslie Dennis,N,11,31292
36,85000,2.0,Kevin Molina,N,14,31293
43,75000,0.0,Rachel Spence,N,16,31294
37,85000,3.0,Kaitlyn Hughes,Y,16,31295
45,36700,7.0,Allen Hernandez,N,16,31296
39,85000,1.0,Sabrina Howell,N,13,31297
46,85000,0.0,John Erickson,N,12,31298
47,85000,3.0,Kayla Delacruz,N,15,31299
46,85000,1.0,Mallory Willis,N,13,31300
44,85280,4.0,Kayla Maldonado,N,12,31301
39,86000,10.0,Jessica Nelson,N,11,31302
36,62900,5.0,Michael Clark,N,12,31303
42,75744,2.0,Terrance Li,Y,12,31304
42,82000,10.0,Michael Padilla,Y,13,31305
48,83000,2.0,Lisa Moore,N,17,31306
43,86004,2.0,Mark Jennings,N,14,31307
44,36000,5.0,Faith Lawrence,N,11,31308
36,36000,4.0,Alex Garcia,Y,17,31309
43,86015,3.0,Dennis Kramer,N,16,31310
43,86044,16.0,Brandi Hernandez,N,13,31311
36,84695,2.0,Ann Johnson,N,14,31312
37,86500,13.0,Christopher Wilcox,N,13,31313
40,86500,2.0,Noah Rojas,N,16,31314
47,86500,13.0,Michael Andrews,N,17,31315
39,85000,4.0,Susan Stephens,N,12,31316
38,86760,0.0,Matthew Patterson,N,12,31317
46,86807,0.0,Tina Grant,N,15,31318
39,85000,7.0,Gloria Stanley,N,13,31319
49,75000,21.0,Erica Kim,N,11,31320
41,75000,13.0,Leslie Leonard,Y,15,31321
49,88000,11.0,Dana Martinez,N,17,31322
41,87000,4.0,Casey Dixon,N,12,31323
47,87000,15.0,Connor Reed,N,11,31324
46,87000,1.0,Gregory Parker,N,17,31325
